Symbol, StockName,Sector,Industry,Currency,Sector
0311.HK,LUEN THAI,Consumer Cyclical,Apparel Manufacturing,USD,Equity Securities (Main Board)
0312.HK,SHIRBLE STORE,Consumer Cyclical,Department Stores,CNY,Equity Securities (Main Board)
0313.HK,RICHLY FIELD,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
0315.HK,SMARTONE TELE,Communication Services,Telecom Services,HKD,Equity Securities (Main Board)
0316.HK,OOIL,Industrials,Marine Shipping,USD,Equity Securities (Main Board)
0317.HK,COMEC,Industrials,Aerospace & Defense,CNY,Equity Securities (Main Board)
0318.HK,VONGROUP,Financial Services,Capital Markets,HKD,Equity Securities (Main Board)
0320.HK,COMPUTIME,Technology,Consumer Electronics,HKD,Equity Securities (Main Board)
0321.HK,TEXWINCA HOLD,Consumer Cyclical,Textile Manufacturing,HKD,Equity Securities (Main Board)
0322.HK,TINGYI,Consumer Defensive,Packaged Foods,CNY,Equity Securities (Main Board)
0323.HK,MAANSHAN IRON,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
0326.HK,CHINA STAR ENT,NaN,NaN,HKD,Equity Securities (Main Board)
0327.HK,PAX GLOBAL,Industrials,Business Equipment & Supplies,HKD,Equity Securities (Main Board)
0328.HK,ALCO HOLDINGS,Technology,Consumer Electronics,HKD,Equity Securities (Main Board)
0329.HK,OCI INTL,Consumer Defensive,Beverages&Wineries & Distilleries,HKD,Equity Securities (Main Board)
0330.HK,ESPRIT HOLDINGS,Industry,Full Time Employees,HKD,Equity Securities (Main Board)
0331.HK,FSE SERVICES,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
0332.HK,YUANHENG GAS,Energy,Oil & Gas Equipment & Services,CNY,Equity Securities (Main Board)
0333.HK,TOP FORM INT'L,Consumer Cyclical,Apparel Manufacturing,HKD,Equity Securities (Main Board)
0334.HK,CH DISPLAY OPT,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
0335.HK,UPBEST GROUP,Financial Services,Capital Markets,HKD,Equity Securities (Main Board)
0336.HK,HUABAO INTL,Basic Materials,Chemicals,CNY,Equity Securities (Main Board)
0337.HK,GREENLAND HK,Real Estate,Real Estate Services,CNY,Equity Securities (Main Board)
0338.HK,SHANGHAI PECHEM,Energy,Oil & Gas Refining & Marketing,CNY,Equity Securities (Main Board)
0339.HK,CORE ECON INV,NaN,NaN,HKD,Investment Companies
0340.HK,TONGGUAN GOLD,N/A,N/A,HKD,Equity Securities (Main Board)
0341.HK,CAFE DE CORAL H,Consumer Cyclical,Restaurants,HKD,Equity Securities (Main Board)
0342.HK,NEWOCEAN ENERGY,Energy,Oil & Gas Refining & Marketing,HKD,Equity Securities (Main Board)
0343.HK,CULTURECOM HOLD,Communication Services,Publishing,HKD,Equity Securities (Main Board)
0345.HK,VITASOY INT'L,Industry,Full Time Employees,HKD,Equity Securities (Main Board)
0346.HK,YANCHANG PETRO,Energy,Oil & Gas Integrated,HKD,Equity Securities (Main Board)
0347.HK,ANGANG STEEL,Basic Materials,Steel,CNY,Equity Securities (Main Board)
0348.HK,CHINAHEALTHWISE,Consumer Cyclical,Leisure,HKD,Equity Securities (Main Board)
0351.HK,ASIA ENERGY LOG,Industrials,Marine Shipping,HKD,Equity Securities (Main Board)
0352.HK,FORTUNE SUN,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
0353.HK,ENERGY INTINV,Energy,Oil & Gas E&P,HKD,Equity Securities (Main Board)
0354.HK,CHINASOFT INT'L,Technology,Information Technology Services,CNY,Equity Securities (Main Board)
0355.HK,CENTURY C INT'L,Consumer Cyclical,Lodging,HKD,Equity Securities (Main Board)
0356.HK,DT CAPITAL,NaN,NaN,HKD,Investment Companies
0357.HK,MEILAN AIRPORT,Industrials,Airports & Air Services,CNY,Equity Securities (Main Board)
0358.HK,JIANGXI COPPER,Basic Materials,Other Industrial Metals & Mining,CNY,Equity Securities (Main Board)
0359.HK,HAISHENG JUICE,Consumer Defensive,Beverages&Non-Alcoholic,CNY,Equity Securities (Main Board)
0360.HK,NEW FOCUS AUTO,Consumer Cyclical,Auto Parts,CNY,Equity Securities (Main Board)
0361.HK,SINO GOLF HOLD,Consumer Cyclical,Leisure,HKD,Equity Securities (Main Board)
0362.HK,XINYANG MAOJIAN,N/A,N/A,HKD,Equity Securities (Main Board)
0363.HK,SHANGHAI IND H,Industrials,Conglomerates,HKD,Equity Securities (Main Board)
0364.HK,BLOCKCHAIN GP,NaN,NaN,HKD,Equity Securities (Main Board)
0365.HK,SINO ICT,Industrials,Specialty Industrial Machinery,HKD,Equity Securities (Main Board)
0366.HK,LUKS GROUP (VN),Basic Materials,Building Materials,HKD,Equity Securities (Main Board)
0367.HK,CHUANG'S INT'L,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
0369.HK,WING TAI PPT,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
0370.HK,CHINA BEST,Consumer Cyclical,Specialty Retail,HKD,Equity Securities (Main Board)
0371.HK,BJ ENT WATER,Utilities,Utilities&Regulated Water,HKD,Equity Securities (Main Board)
0372.HK,PT INTL DEV,Financial Services,Capital Markets,HKD,Equity Securities (Main Board)
0373.HK,ALLIED GROUP,Financial Services,Credit Services,HKD,Equity Securities (Main Board)
0374.HK,FOUR SEAS MER,Consumer Defensive,Food Distribution,HKD,Equity Securities (Main Board)
0375.HK,YGM TRADING,Industry,Full Time Employees,HKD,Equity Securities (Main Board)
0376.HK,YUNFENG FIN,Financial Services,Capital Markets,HKD,Equity Securities (Main Board)
0377.HK,HUAJUN INTL GP,Consumer Cyclical,Packaging & Containers,CNY,Equity Securities (Main Board)
0378.HK,FDG KINETIC,Industrials,Electrical Equipment & Parts,HKD,Equity Securities (Main Board)
0379.HK,EG LEASING,Financial Services,Credit Services,HKD,Equity Securities (Main Board)
0380.HK,SOFTPOWER INT,Consumer Cyclical,Home Improvement Retail,HKD,Equity Securities (Main Board)
0381.HK,KIU HUNG INT'L,Consumer Cyclical,Leisure,HKD,Equity Securities (Main Board)
0382.HK,EDVANTAGE GROUP,NaN,NaN,HKD,Equity Securities (Main Board)
0383.HK,CHINA MED&HCARE,Healthcare,Medical Care Facilities,HKD,Equity Securities (Main Board)
0384.HK,CHINA GAS HOLD,Utilities,Utilities&Regulated Gas,HKD,Equity Securities (Main Board)
0385.HK,CHINNEY ALLI,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
0386.HK,SINOPEC CORP,Energy,Oil & Gas Integrated,CNY,Equity Securities (Main Board)
0387.HK,LEEPORT(HOLD),Industrials,Specialty Industrial Machinery,HKD,Equity Securities (Main Board)
0388.HK,HKEX,Financial Services,Financial Data & Stock Exchanges,HKD,Equity Securities (Main Board)
0389.HK,TONTINE WINES,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
0390.HK,CHINA RAILWAY,NaN,NaN,CNY,Equity Securities (Main Board)
0391.HK,MEI AH ENTER,Communication Services,Entertainment,HKD,Equity Securities (Main Board)
0392.HK,BEIJING ENT,Industrials,Conglomerates,HKD,Equity Securities (Main Board)
0393.HK,GLORIOUS SUN,Consumer Cyclical,Apparel Manufacturing,HKD,Equity Securities (Main Board)
0395.HK,SMARTAC GP CH,Technology,Software&Application,HKD,Equity Securities (Main Board)
0396.HK,HING LEE (HK),Consumer Cyclical,Furnishings Fixtures & Appliances,HKD,Equity Securities (Main Board)
0397.HK,POWER FINANCIAL,Industrials,Conglomerates,HKD,Equity Securities (Main Board)
0398.HK,ORIENTAL WATCH,Consumer Cyclical,Luxury Goods,HKD,Equity Securities (Main Board)
0399.HK,INNOVATIVE PHAR,Consumer Defensive,Household & Personal Products,HKD,Equity Securities (Main Board)
0400.HK,COGOBUY,Technology,Electronics & Computer Distribution,CNY,Equity Securities (Main Board)
0401.HK,WANJIA GROUP,Healthcare,Medical Distribution,HKD,Equity Securities (Main Board)
0402.HK,PEACEMAP HOLD,NaN,NaN,HKD,Equity Securities (Main Board)
0403.HK,STARLITE HOLD,Consumer Cyclical,Packaging & Containers,HKD,Equity Securities (Main Board)
0405.HK,YUEXIU REIT,Real Estate,REIT&Diversified,CNY,REIT
0406.HK,YAU LEE HOLD,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
0408.HK,YIP'S CHEMICAL,Basic Materials,Specialty Chemicals,HKD,Equity Securities (Main Board)
0410.HK,SOHO CHINA,Real Estate,Real Estate Services,CNY,Equity Securities (Main Board)
0411.HK,LAM SOON (HK),Consumer Defensive,Packaged Foods,HKD,Equity Securities (Main Board)
0412.HK,CHINA SDHS FIN,Financial Services,Capital Markets,HKD,Equity Securities (Main Board)
0413.HK,SC HOLDINGS,Consumer Cyclical,Leisure,HKD,Equity Securities (Main Board)
0416.HK,BANKOFJINZHOU,Industry,Full Time Employees,HKD,Equity Securities (Main Board)
0417.HK,TSE SUI LUEN,Consumer Cyclical,Luxury Goods,HKD,Equity Securities (Main Board)
0418.HK,FOUNDER HOLD,Technology,Software&Application,HKD,Equity Securities (Main Board)
0419.HK,HUAYI TENCENT,Communication Services,Entertainment,HKD,Equity Securities (Main Board)
0420.HK,FOUNTAIN SET,Consumer Cyclical,Textile Manufacturing,HKD,Equity Securities (Main Board)
0422.HK,VMEP HOLDINGS,Consumer Cyclical,Recreational Vehicles,USD,Equity Securities (Main Board)
0423.HK,HKET HOLDINGS,Communication Services,Publishing,HKD,Equity Securities (Main Board)
0425.HK,MINTH GROUP,Consumer Cyclical,Auto Parts,CNY,Equity Securities (Main Board)
0426.HK,ONE MEDIA GROUP,Communication Services,Publishing,HKD,Equity Securities (Main Board)
0428.HK,COCOON HOLDINGS,NaN,NaN,HKD,Investment Companies
0430.HK,ORIENTAL EXPL,Financial Services,Capital Markets,HKD,Equity Securities (Main Board)
0431.HK,G CHINA FIN,Financial Services,Capital Markets,HKD,Equity Securities (Main Board)
0432.HK,PCPD,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
0433.HK,NORTH MINING,Basic Materials,Other Industrial Metals & Mining,HKD,Equity Securities (Main Board)
0434.HK,BOYAA,Communication Services,Electronic Gaming & Multimedia,CNY,Equity Securities (Main Board)
0435.HK,SUNLIGHT REIT,Real Estate,REIT&Diversified,HKD,REIT
0436.HK,NU ENVIRO,Industrials,Waste Management,HKD,Equity Securities (Main Board)
0438.HK,IRICO NEWENERGY,Technology,Electronic Components,CNY,Equity Securities (Main Board)
0439.HK,KUANGCHI,Industrials,Aerospace & Defense,HKD,Equity Securities (Main Board)
0440.HK,DAH SING,Financial Services,Banks&Regional,HKD,Equity Securities (Main Board)
0442.HK,HIFOOD GROUP,Consumer Cyclical,Luxury Goods,HKD,Equity Securities (Main Board)
0444.HK,SINCEREWATCH HK,NaN,NaN,HKD,Equity Securities (Main Board)
0445.HK,CIMC-TIANDA,NaN,NaN,CNY,Equity Securities (Main Board)
0449.HK,CHIGO HOLDING,Technology,Consumer Electronics,CNY,Equity Securities (Main Board)
0450.HK,HUNG HING PRINT,Industrials,Specialty Business Services,HKD,Equity Securities (Main Board)
0451.HK,GCL NEWENERGY,Utilities,Utilities&Renewable,CNY,Equity Securities (Main Board)
0455.HK,TIANDA PHARMA,Healthcare,Drug Manufacturers&Specialty & Generic,HKD,Equity Securities (Main Board)
0456.HK,NEW CITY DEV,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
0458.HK,TRISTATE HOLD,Consumer Cyclical,Apparel Manufacturing,HKD,Equity Securities (Main Board)
0459.HK,MIDLAND IC&I,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
0460.HK,SIHUAN PHARM,Healthcare,Drug Manufacturers&Specialty & Generic,CNY,Equity Securities (Main Board)
0462.HK,NATURAL DAIRY,NaN,NaN,USD,Equity Securities (Main Board)
0464.HK,C OVS NUOXIN,NaN,NaN,HKD,Equity Securities (Main Board)
0465.HK,FUTONG TECH,Technology,Information Technology Services,HKD,Equity Securities (Main Board)
0467.HK,UNITEDENERGY GP,NaN,NaN,HKD,Equity Securities (Main Board)
0468.HK,GAPACK,Consumer Cyclical,Packaging & Containers,CNY,Equity Securities (Main Board)
0469.HK,CAPXON INT'L,NaN,NaN,CNY,Equity Securities (Main Board)
0471.HK,CMMB VISION,Technology,Electronics & Computer Distribution,USD,Equity Securities (Main Board)
0472.HK,NEW SILKROAD,Consumer Defensive,Beverages&Wineries & Distilleries,HKD,Equity Securities (Main Board)
0474.HK,HAO TIAN DEV,Industrials,Conglomerates,HKD,Equity Securities (Main Board)
0475.HK,CENTRAL DEV H,Consumer Cyclical,Luxury Goods,HKD,Equity Securities (Main Board)
0476.HK,CH DYNAMICS,Consumer Cyclical,Recreational Vehicles,HKD,Equity Securities (Main Board)
0479.HK,CIL HOLDINGS,Technology,Electronics & Computer Distribution,HKD,Equity Securities (Main Board)
0480.HK,HKR INT'L,Real Estate,Real Estate&Diversified,HKD,Equity Securities (Main Board)
0482.HK,SANDMARTIN INTL,Technology,Communication Equipment,HKD,Equity Securities (Main Board)
0483.HK,BAUHAUS INT'L,Consumer Cyclical,Apparel Manufacturing,HKD,Equity Securities (Main Board)
0484.HK,FORGAME,Communication Services,Electronic Gaming & Multimedia,CNY,Equity Securities (Main Board)
0485.HK,CHINASINOSTAR,Technology,Consumer Electronics,HKD,Equity Securities (Main Board)
0486.HK,RUSAL,NaN,NaN,USD,Equity Securities (Main Board)
0487.HK,SUCCESSUNIVERSE,Consumer Cyclical,Travel Services,HKD,Equity Securities (Main Board)
0488.HK,LAI SUN DEV,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
0489.HK,DONGFENG GROUP,Consumer Cyclical,Auto Manufacturers,CNY,Equity Securities (Main Board)
0491.HK,EMPEROR CULTURE,Communication Services,Entertainment,HKD,Equity Securities (Main Board)
0493.HK,GOME RETAIL,Consumer Cyclical,Specialty Retail,CNY,Equity Securities (Main Board)
0494.HK,LI & FUNG,Industrials,Specialty Business Services,USD,Equity Securities (Main Board)
0495.HK,PALADIN,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
0496.HK,KASEN,Consumer Cyclical,Furnishings Fixtures & Appliances,HKD,Equity Securities (Main Board)
0497.HK,CSI PROPERTIES,Real Estate,Real Estate&Diversified,HKD,Equity Securities (Main Board)
0498.HK,PYI CORP,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
0499.HK,QINGDAO HLDGS,NaN,NaN,HKD,Equity Securities (Main Board)
0500.HK,FRONTIER SER,Industrials,Integrated Freight & Logistics,HKD,Equity Securities (Main Board)
0503.HK,LANSEN PHARMA,NaN,NaN,USD,Equity Securities (Main Board)
0505.HK,HUAN YUE INTER,Industrials,Metal Fabrication,HKD,Equity Securities (Main Board)
0506.HK,CHINA FOODS,Consumer Defensive,Beverages&Non-Alcoholic,CNY,Equity Securities (Main Board)
0508.HK,DINGYI GP INV,Financial Services,Credit Services,HKD,Equity Securities (Main Board)
0509.HK,SUNSHINE,Basic Materials,Agricultural Inputs,HKD,Equity Securities (Main Board)
0510.HK,CASH FIN SER GP,NaN,NaN,HKD,Equity Securities (Main Board)
0511.HK,TVB,NaN,NaN,HKD,Equity Securities (Main Board)
0512.HK,CHINAGRANDPHARM,Healthcare,Drug Manufacturers&Specialty & Generic,HKD,Equity Securities (Main Board)
0513.HK,CONTINENTAL H,Consumer Cyclical,Luxury Goods,HKD,Equity Securities (Main Board)
0515.HK,TC ORI LIGHT,Technology,Electronic Components,HKD,Equity Securities (Main Board)
0517.HK,COSCO SHIP INTL,Industrials,Marine Shipping,HKD,Equity Securities (Main Board)
0518.HK,TUNGTEX (HOLD),Consumer Cyclical,Apparel Manufacturing,HKD,Equity Securities (Main Board)
0519.HK,APPLIED DEV,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
0520.HK,XIABUXIABU,Consumer Cyclical,Restaurants,CNY,Equity Securities (Main Board)
0521.HK,CWT INT'L,NaN,NaN,HKD,Equity Securities (Main Board)
0522.HK,ASM PACIFIC,Technology,Semiconductor Equipment & Materials,HKD,Equity Securities (Main Board)
0524.HK,GREAT WALL B&R,Communication Services,Telecom Services,HKD,Equity Securities (Main Board)
0525.HK,GUANGSHEN RAIL,NaN,NaN,CNY,Equity Securities (Main Board)
0526.HK,CHINA AUTO NR,NaN,NaN,HKD,Equity Securities (Main Board)
0527.HK,RUIFENG RENEW,Utilities,Utilities&Independent Power Producers,HKD,Equity Securities (Main Board)
0528.HK,KINGDOM HOLDING,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
0529.HK,SIS INT'L,Industry,Full Time Employees,HKD,Equity Securities (Main Board)
0530.HK,GOLDIN FIN HOLD,Consumer Defensive,Beverages&Wineries & Distilleries,HKD,Equity Securities (Main Board)
0531.HK,SAMSON HOLDING,Consumer Cyclical,Furnishings, Fixtures & Appliances,USD,Equity Securities (Main Board)
0532.HK,WKK INTL (HOLD),Technology,Electronic Components,HKD,Equity Securities (Main Board)
0533.HK,GOLDLION HOLD,Consumer Cyclical,Apparel Manufacturing,HKD,Equity Securities (Main Board)
0535.HK,GEMDALE PPT,NaN,NaN,CNY,Equity Securities (Main Board)
0536.HK,TRADELINK,NaN,NaN,HKD,Equity Securities (Main Board)
0538.HK,AJISEN (CHINA),Consumer Cyclical,Restaurants,CNY,Equity Securities (Main Board)
0539.HK,VICTORY CITY,Consumer Cyclical,Textile Manufacturing,HKD,Equity Securities (Main Board)
0540.HK,SPEEDY GLOBAL,Consumer Cyclical,Apparel Manufacturing,HKD,Equity Securities (Main Board)
0542.HK,TFG INTL GP,N/A,N/A,HKD,Equity Securities (Main Board)
0543.HK,PACIFIC ONLINE,NaN,NaN,CNY,Equity Securities (Main Board)
0544.HK,DAIDO GROUP,NaN,NaN,HKD,Equity Securities (Main Board)
0546.HK,FUFENG GROUP,Basic Materials,Specialty Chemicals,CNY,Equity Securities (Main Board)
0547.HK,DIGITAL DOMAIN,Communication Services,Entertainment,HKD,Equity Securities (Main Board)
0548.HK,SHENZHENEXPRESS,Industrials,Infrastructure Operations,CNY,Equity Securities (Main Board)
0550.HK,KK CULTURE,NaN,NaN,HKD,Equity Securities (Main Board)
0551.HK,YUE YUEN IND,Consumer Cyclical,Footwear & Accessories,USD,Equity Securities (Main Board)
0552.HK,CHINACOMSERVICE,NaN,NaN,CNY,Equity Securities (Main Board)
0553.HK,NANJING PANDA,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
0554.HK,HANS ENERGY,Energy,Oil & Gas Equipment & Services,HKD,Equity Securities (Main Board)
0555.HK,REXLOT HOLDINGS,Consumer Cyclical,Gambling,HKD,Equity Securities (Main Board)
0556.HK,PAN ASIA ENVIRO,Industrials,Pollution & Treatment Controls,CNY,Equity Securities (Main Board)
0557.HK,TIANYUAN HEALTH,NaN,NaN,HKD,Equity Securities (Main Board)
0558.HK,LK TECH,Industrials,Specialty Industrial Machinery,HKD,Equity Securities (Main Board)
0559.HK,DETAI NEWENERGY,Consumer Cyclical,Lodging,HKD,Equity Securities (Main Board)
0560.HK,CHU KONG SHIP,Industrials,Marine Shipping,HKD,Equity Securities (Main Board)
0563.HK,SH IND URBAN,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
0564.HK,ZMJ,Industrials,Specialty Industrial Machinery,CNY,Equity Securities (Main Board)
0565.HK,ART GROUP HOLD,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
0567.HK,DAISHOMICROLINE,Technology,Electronic Components,HKD,Equity Securities (Main Board)
0568.HK,SHANDONG MOLONG,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
0570.HK,TRAD CHI MED,Healthcare,Drug Manufacturers&Specialty & Generic,CNY,Equity Securities (Main Board)
0571.HK,ESUN HOLDINGS,Industrials,Conglomerates,HKD,Equity Securities (Main Board)
0572.HK,FUTURE WORLD FH,Financial Services,Capital Markets,HKD,Equity Securities (Main Board)
0573.HK,TAO HEUNG HLDGS,Consumer Cyclical,Restaurants,HKD,Equity Securities (Main Board)
0574.HK,PASHUN INT'L,NaN,NaN,HKD,Equity Securities (Main Board)
0575.HK,REGENT PACIFIC,Financial Services,Asset Management,USD,Equity Securities (Main Board)
0576.HK,ZHEJIANGEXPRESS,Industrials,Infrastructure Operations,CNY,Equity Securities (Main Board)
0577.HK,SOUTH SHORE HLD,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
0578.HK,ROSAN RES,Energy,Thermal Coal,HKD,Equity Securities (Main Board)
0579.HK,JNCEC,Utilities,Utilities&Renewable,CNY,Equity Securities (Main Board)
0580.HK,SUN.KING ELEC,Industrials,Electrical Equipment & Parts,HKD,Equity Securities (Main Board)
0581.HK,CHINA ORIENTAL,Basic Materials,Steel,CNY,Equity Securities (Main Board)
0582.HK,LANDING INTL,NaN,NaN,HKD,Equity Securities (Main Board)
