Symbol, StockName,Sector,Industry,Currency,Sector
1500.HK,INCON,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1501.HK,KDL MEDICAL,Healthcare,Medical Instruments & Supplies,HKD,Equity Securities (Main Board)
1503.HK,CMC REIT,Real Estate,REIT&Diversified,HKD,REIT
1508.HK,CHINA RE,Financial Services,Insurance&Reinsurance,CNY,Equity Securities (Main Board)
1509.HK,HARMONICARE,NaN,NaN,HKD,Equity Securities (Main Board)
1513.HK,LIVZON PHARMA,Healthcare,Drug Manufacturers&Specialty & Generic,CNY,Equity Securities (Main Board)
1515.HK,CR MEDICAL,Healthcare,Medical Care Facilities,CNY,Equity Securities (Main Board)
1518.HK,NC HEALTHCARE,NaN,NaN,HKD,Equity Securities (Main Board)
1520.HK,CEFC FIN INV,Consumer Cyclical,Apparel Manufacturing,HKD,Equity Securities (Main Board)
1521.HK,FRONTAGE,Industry,Full Time Employees,HKD,Equity Securities (Main Board)
1522.HK,BII TRANS TECH,Technology,Information Technology Services,HKD,Equity Securities (Main Board)
1523.HK,PLOVER BAY TECH,Technology,Communication Equipment,USD,Equity Securities (Main Board)
1525.HK,GENCH EDU,NaN,NaN,HKD,Equity Securities (Main Board)
1526.HK,RICI HEALTH,Healthcare,Medical Care Facilities,CNY,Equity Securities (Main Board)
1527.HK,TENGY ENV,Industrials,Pollution & Treatment Controls,CNY,Equity Securities (Main Board)
1528.HK,RS MACALLINE,Consumer Cyclical,Specialty Retail,CNY,Equity Securities (Main Board)
1529.HK,GOAL RISE,NaN,NaN,HKD,Equity Securities (Main Board)
1530.HK,3SBIO,Healthcare,Biotechnology,CNY,Equity Securities (Main Board)
1532.HK,CHINA PARTYTIME,Consumer Cyclical,Apparel Manufacturing,CNY,Equity Securities (Main Board)
1533.HK,ZHUANGYUAN PA,NaN,NaN,HKD,Equity Securities (Main Board)
1536.HK,YUK WING GP,Industrials,Specialty Industrial Machinery,HKD,Equity Securities (Main Board)
1538.HK,ZHONG AO HOME,NaN,NaN,CNY,Equity Securities (Main Board)
1539.HK,SYNERGY GROUP,NaN,NaN,HKD,Equity Securities (Main Board)
1540.HK,LEFTFIELD PRINT,Industrials,Specialty Business Services,HKD,Equity Securities (Main Board)
1542.HK,TAIZHOU WATER,NaN,NaN,HKD,Equity Securities (Main Board)
1543.HK,JOIN-SHARE,NaN,NaN,HKD,Equity Securities (Main Board)
1545.HK,DESIGN CAPITAL,Consumer Cyclical,Specialty Retail,HKD,Equity Securities (Main Board)
1546.HK,THELLOY DEV,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1547.HK,IBI GROUP HLDGS,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1548.HK,GENSCRIPT BIO,Healthcare,Biotechnology,USD,Equity Securities (Main Board)
1549.HK,EVER HARVEST GP,Industrials,Marine Shipping,HKD,Equity Securities (Main Board)
1551.HK,GRCB,NaN,NaN,HKD,Equity Securities (Main Board)
1552.HK,BHCC HOLDING,N/A,N/A,HKD,Equity Securities (Main Board)
1553.HK,MAIKE TUBE,NaN,NaN,HKD,Equity Securities (Main Board)
1555.HK,MIE HOLDINGS,Energy,Oil & Gas E&P,CNY,Equity Securities (Main Board)
1556.HK,CHINNEY KW,NaN,NaN,HKD,Equity Securities (Main Board)
1557.HK,K.H. GP HLDGS,N/A,N/A,HKD,Equity Securities (Main Board)
1558.HK,HEC PHARM,Healthcare,Drug Manufacturers&Specialty & Generic,CNY,Equity Securities (Main Board)
1559.HK,KWAN ON HLDGS,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1560.HK,STAR PROPERTIES,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
1561.HK,PAN ASIA DATA H,N/A,N/A,HKD,Equity Securities (Main Board)
1563.HK,IA FIN LEASING,Financial Services,Credit Services,HKD,Equity Securities (Main Board)
1565.HK,VIRSCEND EDU,Consumer Defensive,Education & Training Services,CNY,Equity Securities (Main Board)
1566.HK,CA CULTURAL,Communication Services,Entertainment,HKD,Equity Securities (Main Board)
1568.HK,SUNDART HLDGS,Industrials,Consulting Services,HKD,Equity Securities (Main Board)
1569.HK,MINSHENG EDU,Consumer Defensive,Education & Training Services,CNY,Equity Securities (Main Board)
1570.HK,WEIYE HOLDINGS,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
1571.HK,XIN POINT HOLD,NaN,NaN,CNY,Equity Securities (Main Board)
1572.HK,CHINA ART FIN,Consumer Cyclical,Specialty Retail,HKD,Equity Securities (Main Board)
1573.HK,SOUTHERN ENERGY,Energy,Thermal Coal,HKD,Equity Securities (Main Board)
1575.HK,MORRIS HOLD,Consumer Cyclical,Furnishings, Fixtures & Appliances,CNY,Equity Securities (Main Board)
1576.HK,QILU EXPRESSWAY,Industrials,Infrastructure Operations,HKD,Equity Securities (Main Board)
1577.HK,HUIXIN CREDIT,Financial Services,Credit Services,HKD,Equity Securities (Main Board)
1578.HK,BANK OF TIANJIN,Financial Services,Banks&Regional,HKD,Equity Securities (Main Board)
1579.HK,YIHAI INTL,Consumer Defensive,Packaged Foods,CNY,Equity Securities (Main Board)
1580.HK,DA SEN HLDGS,Basic Materials,Lumber & Wood Production,HKD,Equity Securities (Main Board)
1581.HK,PROGRESSIVE P,Industrials,Rental & Leasing Services,HKD,Equity Securities (Main Board)
1582.HK,CR CONSTRUCTION,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1583.HK,QINQIN FOODS,Industry,Full Time Employees,HKD,Equity Securities (Main Board)
1585.HK,YADEA,Consumer Cyclical,Recreational Vehicles,CNY,Equity Securities (Main Board)
1586.HK,CHINA LEON,Industrials,Specialty Business Services,HKD,Equity Securities (Main Board)
1587.HK,SHINEROAD INTL,Consumer Defensive,Food Distribution,HKD,Equity Securities (Main Board)
1588.HK,CHANJET,Technology,Software&Application,CNY,Equity Securities (Main Board)
1589.HK,CNLP,Industrials,Integrated Freight & Logistics,CNY,Equity Securities (Main Board)
1591.HK,SHUN WO GROUP,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1592.HK,ANCHORSTONE,Industrials,Building Products & Equipment,HKD,Equity Securities (Main Board)
1593.HK,CHEN LIN EDU,Industry,Full Time Employees,HKD,Equity Securities (Main Board)
1596.HK,YICHEN IND,Industrials,Railroads,CNY,Equity Securities (Main Board)
1598.HK,21CENTURY EDU,Consumer Defensive,Education & Training Services,HKD,Equity Securities (Main Board)
1599.HK,UCD,Industrials,Engineering & Construction,CNY,Equity Securities (Main Board)
1600.HK,TIAN LUN GAS,Utilities,Utilities&Regulated Gas,CNY,Equity Securities (Main Board)
1601.HK,ZGC TEC LEASING,NaN,NaN,HKD,Equity Securities (Main Board)
1606.HK,CDB LEASING,NaN,NaN,CNY,Equity Securities (Main Board)
1608.HK,VPOWER GROUP,Industrials,Electrical Equipment & Parts,HKD,Equity Securities (Main Board)
1609.HK,CHONG KIN GP,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1610.HK,COFCO MEAT,Consumer Defensive,Packaged Foods,CNY,Equity Securities (Main Board)
1611.HK,HUOBI TECH,Technology,Electronic Components,HKD,Equity Securities (Main Board)
1612.HK,VINCENT MED,NaN,NaN,HKD,Equity Securities (Main Board)
1613.HK,SYNERTONE,Technology,Communication Equipment,HKD,Equity Securities (Main Board)
1615.HK,AB BUILDERS,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1616.HK,STARRISE MEDIA,Consumer Cyclical,Textile Manufacturing,HKD,Equity Securities (Main Board)
1617.HK,NANFANG COMM,NaN,NaN,CNY,Equity Securities (Main Board)
1618.HK,MCC,Industrials,Engineering & Construction,CNY,Equity Securities (Main Board)
1619.HK,TIANHE CHEM,NaN,NaN,USD,Equity Securities (Main Board)
1620.HK,CTEH,Consumer Cyclical,Travel Services,HKD,Equity Securities (Main Board)
1621.HK,VICO INTL HLDGS,Energy,Oil & Gas Refining & Marketing,HKD,Equity Securities (Main Board)
1622.HK,REDCO GROUP,Real Estate,Real Estate&Development,CNY,Equity Securities (Main Board)
1623.HK,HILONG,NaN,NaN,CNY,Equity Securities (Main Board)
1626.HK,JIA YAO HLDGS,Consumer Cyclical,Packaging & Containers,HKD,Equity Securities (Main Board)
1627.HK,ABLE ENG HLDGS,Industry,Full Time Employees,HKD,Equity Securities (Main Board)
1628.HK,YUZHOU PPT,Real Estate,Real Estate&Development,CNY,Equity Securities (Main Board)
1629.HK,CHAMP ALLI INTL,Consumer Cyclical,Packaging & Containers,HKD,Equity Securities (Main Board)
1630.HK,KIN SHING HLDGS,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1631.HK,REF HOLDINGS,Industrials,Specialty Business Services,HKD,Equity Securities (Main Board)
1632.HK,MSCTECH,Consumer Cyclical,Restaurants,HKD,Equity Securities (Main Board)
1633.HK,SHEUNG YUE GP,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1635.HK,DZUG,Utilities,Utilities&Regulated Gas,CNY,Equity Securities (Main Board)
1636.HK,CMRU,Basic Materials,Copper,HKD,Equity Securities (Main Board)
1637.HK,SH GROUP HLDG,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1638.HK,KAISA GROUP,Real Estate,Real Estate&Development,CNY,Equity Securities (Main Board)
1639.HK,AKM INDUSTRIAL,Technology,Electronic Components,HKD,Equity Securities (Main Board)
1640.HK,RUICHENG CHINA,Communication Services,Advertising Agencies,HKD,Equity Securities (Main Board)
1647.HK,GRANDSHORES,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1649.HK,IMEEI,N/A,N/A,HKD,Equity Securities (Main Board)
1651.HK,TSUGAMI CHINA,Industrials,Tools & Accessories,CNY,Equity Securities (Main Board)
1652.HK,FUSEN PHARM,Healthcare,Drug Manufacturers&Specialty & Generic,HKD,Equity Securities (Main Board)
1653.HK,MOS HOUSE,Industrials,Building Products & Equipment,HKD,Equity Securities (Main Board)
1655.HK,OKURA HOLDINGS,Consumer Cyclical,Gambling,HKD,Equity Securities (Main Board)
1656.HK,ISDN HOLDINGS,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1658.HK,PSBC,Financial Services,Banks&Regional,CNY,Equity Securities (Main Board)
1659.HK,HAITIAN ENERGY,NaN,NaN,HKD,Equity Securities (Main Board)
1660.HK,ZHAOBANGJI PPT,Industrials,Industrial Distribution,HKD,Equity Securities (Main Board)
1661.HK,WISDOM SPORTS,Communication Services,Entertainment,CNY,Equity Securities (Main Board)
1662.HK,YEE HOP HLDGS,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1663.HK,S HARBOURHOLD,NaN,NaN,HKD,Equity Securities (Main Board)
1665.HK,PENTAMASTER,Industrials,Specialty Industrial Machinery,HKD,Equity Securities (Main Board)
1666.HK,TONG REN TANG,Healthcare,Drug Manufacturers&General,CNY,Equity Securities (Main Board)
1667.HK,MILESTONE BUILD,N/A,N/A,HKD,Equity Securities (Main Board)
1668.HK,CHINASOUTHCITY,Real Estate,Real Estate&Diversified,HKD,Equity Securities (Main Board)
1669.HK,GIC GROUP,Financial Services,Credit Services,HKD,Equity Securities (Main Board)
1671.HK,TIANBAO ENERGY,Utilities,Utilities&Independent Power Producers,HKD,Equity Securities (Main Board)
1672.HK,ASCLETIS-B,Healthcare,Biotechnology,CNY,Equity Securities (Main Board)
1673.HK,HUAZHANG TECH,Industrials,Specialty Industrial Machinery,HKD,Equity Securities (Main Board)
1675.HK,ASIAINFO TECH,Technology,Software&Application,HKD,Equity Securities (Main Board)
1676.HK,C SHENGHAI FOOD,Consumer Defensive,Packaged Foods,HKD,Equity Securities (Main Board)
1678.HK,CREATIVE GLOBAL,Consumer Cyclical,Furnishings, Fixtures & Appliances,HKD,Equity Securities (Main Board)
1679.HK,RISECOMM GP,Technology,Semiconductors,HKD,Equity Securities (Main Board)
1680.HK,MACAU LEGEND,NaN,NaN,HKD,Equity Securities (Main Board)
1681.HK,CONSUN PHARMA,Healthcare,Drug Manufacturers&Specialty & Generic,CNY,Equity Securities (Main Board)
1682.HK,HP LIVING TECH,Consumer Cyclical,Apparel Manufacturing,HKD,Equity Securities (Main Board)
1683.HK,HOPE LIFE INT,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1685.HK,BOER POWER,Industrials,Industrial Distribution,CNY,Equity Securities (Main Board)
1686.HK,SUNEVISION,Technology,Information Technology Services,HKD,Equity Securities (Main Board)
1689.HK,HUAXIHOLDINGS,Consumer Cyclical,Packaging & Containers,HKD,Equity Securities (Main Board)
1690.HK,LAP KEI ENGRG,N/A,N/A,HKD,Equity Securities (Main Board)
1691.HK,JS GLOBAL LIFE,NaN,NaN,HKD,Equity Securities (Main Board)
1692.HK,TOWNRAY HLDGS,Technology,Consumer Electronics,HKD,Equity Securities (Main Board)
1693.HK,BGMC,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1695.HK,S&P INTL HLDG,NaN,NaN,HKD,Equity Securities (Main Board)
1696.HK,SISRAM MED,Healthcare,Medical Devices,USD,Equity Securities (Main Board)
1697.HK,SDITC,Financial Services,Asset Management,HKD,Equity Securities (Main Board)
1698.HK,BOSHIWA INT'L,NaN,NaN,USD,Equity Securities (Main Board)
1699.HK,PUTIAN FOOD,Consumer Defensive,Farm Products,HKD,Equity Securities (Main Board)
1700.HK,SPRINGLAND,Consumer Cyclical,Department Stores,CNY,Equity Securities (Main Board)
1701.HK,TU YI HLDG,Consumer Cyclical,Travel Services,HKD,Equity Securities (Main Board)
1702.HK,DONGGUANG CHEM,Basic Materials,Agricultural Inputs,HKD,Equity Securities (Main Board)
1703.HK,PALACE BANQUET,Consumer Cyclical,Restaurants,HKD,Equity Securities (Main Board)
1705.HK,B & S INTL HLDG,Consumer Defensive,Food Distribution,HKD,Equity Securities (Main Board)
1706.HK,SHUANG YUN HLDG,N/A,N/A,HKD,Equity Securities (Main Board)
1707.HK,GEOTECH HLDGS,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1708.HK,SAMPLE TECH,Technology,Communication Equipment,HKD,Equity Securities (Main Board)
1709.HK,SEASON PACIFIC,Consumer Cyclical,Apparel Manufacturing,HKD,Equity Securities (Main Board)
1710.HK,TRIO IND ELEC,NaN,NaN,HKD,Equity Securities (Main Board)
1711.HK,ULFERTS,Consumer Cyclical,Specialty Retail,HKD,Equity Securities (Main Board)
1712.HK,DRAGON MINING,Basic Materials,Gold,HKD,Equity Securities (Main Board)
1713.HK,SICHUAN EN INV,Utilities,Utilities&Renewable,HKD,Equity Securities (Main Board)
1715.HK,MIJI INTL HLDGS,NaN,NaN,HKD,Equity Securities (Main Board)
1716.HK,MOST KWAI CHUNG,NaN,NaN,HKD,Equity Securities (Main Board)
1717.HK,AUSNUTRIA,Consumer Defensive,Packaged Foods,CNY,Equity Securities (Main Board)
1718.HK,WAN KEI GROUP,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1719.HK,CIL GROUP,Industrials,Infrastructure Operations,HKD,Equity Securities (Main Board)
1720.HK,PUTIAN COMM,Technology,Communication Equipment,HKD,Equity Securities (Main Board)
1721.HK,FSM HOLDINGS,Industry,Full Time Employees,HKD,Equity Securities (Main Board)
1722.HK,KIN PANG HLDGS,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1723.HK,HK ASIA HLDGS,Communication Services,Telecom Services,HKD,Equity Securities (Main Board)
1725.HK,ETERNITY TECH,Industrials,Electrical Equipment & Parts,HKD,Equity Securities (Main Board)
1726.HK,HKE HOLDINGS,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1727.HK,HEBEI CONS,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1728.HK,ZHENGTONGAUTO,Consumer Cyclical,Auto & Truck Dealerships,CNY,Equity Securities (Main Board)
1729.HK,TIME INTERCON,Industrials,Electrical Equipment & Parts,HKD,Equity Securities (Main Board)
1730.HK,LHN,Industry,Full Time Employees,HKD,Equity Securities (Main Board)
1731.HK,PROSPEROUS IND,Consumer Cyclical,Footwear & Accessories,HKD,Equity Securities (Main Board)
1732.HK,XIANGXING INT,Industrials,Integrated Freight & Logistics,HKD,Equity Securities (Main Board)
1733.HK,E-COMMODITIES,Energy,Thermal Coal,HKD,Equity Securities (Main Board)
1735.HK,CENTRAL HOLDING,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1736.HK,PARENTING NET,Communication Services,Advertising Agencies,HKD,Equity Securities (Main Board)
1737.HK,A & S GROUP,N/A,N/A,HKD,Equity Securities (Main Board)
1738.HK,FS ANTHRACITE,Energy,Thermal Coal,HKD,Equity Securities (Main Board)
1739.HK,QEEKA HOME,Communication Services,Internet Content & Information,HKD,Equity Securities (Main Board)
1740.HK,VALUES CULTURAL,NaN,NaN,HKD,Equity Securities (Main Board)
1741.HK,RI YING HLDGS,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1742.HK,HPC HOLDINGS,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1743.HK,CANGNAN INST,Technology,Scientific & Technical Instruments,HKD,Equity Securities (Main Board)
1745.HK,LVJI TECH,NaN,NaN,HKD,Equity Securities (Main Board)
1746.HK,MAN SHUN GP,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1747.HK,HOME CONTROL,Technology,Consumer Electronics,HKD,Equity Securities (Main Board)
1748.HK,XIN YUAN ENT,Industrials,Marine Shipping,HKD,Equity Securities (Main Board)
1749.HK,SHANSHAN,Consumer Cyclical,Apparel Manufacturing,HKD,Equity Securities (Main Board)
1750.HK,REM GROUP HLDGS,Industrials,Specialty Industrial Machinery,HKD,Equity Securities (Main Board)
1751.HK,KINGLAND GROUP,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1752.HK,TOP EDUCATION,Consumer Defensive,Education & Training Services,HKD,Equity Securities (Main Board)
1753.HK,DUIBA,Communication Services,Advertising Agencies,HKD,Equity Securities (Main Board)
1755.HK,S-ENJOY SERVICE,Real Estate,Real Estate Services,HKD,Equity Securities (Main Board)
1756.HK,HUALI UNIV,NaN,NaN,HKD,Equity Securities (Main Board)
1757.HK,AFFLUENT FDN,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1758.HK,BOJUN EDU,Consumer Defensive,Education & Training Services,HKD,Equity Securities (Main Board)
1759.HK,SINO GAS HLDGS,NaN,NaN,HKD,Equity Securities (Main Board)
1760.HK,INTRON TECH,Consumer Cyclical,Auto Parts,CNY,Equity Securities (Main Board)
1761.HK,BABYTREE GROUP,Communication Services,Internet Content & Information,HKD,Equity Securities (Main Board)
1762.HK,WANKA ONLINE,Communication Services,Advertising Agencies,HKD,Equity Securities (Main Board)
1763.HK,CIRC,Healthcare,Diagnostics & Research,CNY,Equity Securities (Main Board)
1765.HK,HOPE EDU,Consumer Defensive,Education & Training Services,CNY,Equity Securities (Main Board)
1766.HK,CRRC,Industrials,Railroads,CNY,Equity Securities (Main Board)
1767.HK,TS WONDERS,N/A,N/A,HKD,Equity Securities (Main Board)
1769.HK,SCHOLAR EDU,Consumer Defensive,Education & Training Services,HKD,Equity Securities (Main Board)
1771.HK,SUNFONDA GP,Consumer Cyclical,Auto & Truck Dealerships,CNY,Equity Securities (Main Board)
1772.HK,GANFENGLITHIUM,NaN,NaN,HKD,Equity Securities (Main Board)
1773.HK,TIANLI EDU,Consumer Defensive,Education & Training Services,HKD,Equity Securities (Main Board)
1775.HK,BEXCELLENT GP,Consumer Defensive,Education & Training Services,HKD,Equity Securities (Main Board)
1776.HK,GF SEC,NaN,NaN,CNY,Equity Securities (Main Board)
1777.HK,FANTASIA,Real Estate,Real Estate—Development,CNY,Equity Securities (Main Board)
1778.HK,COLOUR LIFE,Real Estate,Real Estate Services,CNY,Equity Securities (Main Board)
1780.HK,B & D STRATEGIC,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1781.HK,SC CREATIVE DEV,Consumer Cyclical,Packaging & Containers,HKD,Equity Securities (Main Board)
1782.HK,VIXTEL TECH,NaN,NaN,HKD,Equity Securities (Main Board)
1783.HK,GOLDEN PONDER,NaN,NaN,HKD,Equity Securities (Main Board)
1785.HK,CHENGDU EXPWAY,NaN,NaN,HKD,Equity Securities (Main Board)
1786.HK,CRCCE,NaN,NaN,CNY,Equity Securities (Main Board)
1787.HK,SD GOLD,Basic Materials,Gold,HKD,Equity Securities (Main Board)
1788.HK,GUOTAI JUNAN I,NaN,NaN,HKD,Equity Securities (Main Board)
1789.HK,AK MEDICAL,Healthcare,Medical Devices,HKD,Equity Securities (Main Board)
1790.HK,TIL ENVIRO,Industrials,Waste Management,HKD,Equity Securities (Main Board)
1792.HK,CMON,NaN,NaN,HKD,Equity Securities (Main Board)
1793.HK,WECON HOLDINGS,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1796.HK,YIELD GO HLDGS,NaN,NaN,HKD,Equity Securities (Main Board)
1797.HK,KOOLEARN,Consumer Defensive,Education & Training Services,HKD,Equity Securities (Main Board)
1798.HK,DATANG RENEW,Utilities,Utilities&Renewable,CNY,Equity Securities (Main Board)
1799.HK,XINTE ENERGY,Technology,Solar,CNY,Equity Securities (Main Board)
1800.HK,CHINA COMM CONS,Industrials,Engineering & Construction,CNY,Equity Securities (Main Board)
1801.HK,INNOVENT BIO-B,Healthcare,Biotechnology,HKD,Equity Securities (Main Board)
1802.HK,WENYE GROUP,NaN,NaN,HKD,Equity Securities (Main Board)
1803.HK,BJ SPORTS & ENT,Consumer Cyclical,Leisure,HKD,Equity Securities (Main Board)
1806.HK,HUIFU PAYMENT,Technology,Software&Infrastructure,CNY,Equity Securities (Main Board)
1808.HK,ENTERPRISE DEV,Technology,Software&Application,CNY,Equity Securities (Main Board)
1809.HK,PRINX CHENGSHAN,Consumer Cyclical,Auto Parts,HKD,Equity Securities (Main Board)
1810.HK,XIAOMI-W,Technology,Consumer Electronics,CNY,Equity Securities (Main Board)
1811.HK,CGN NEW ENERGY,NaN,NaN,USD,Equity Securities (Main Board)
1812.HK,CHENMING PAPER,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
1813.HK,KWG GROUP,Real Estate,Real Estate&Development,CNY,Equity Securities (Main Board)
1815.HK,CSMALL,Consumer Cyclical,Luxury Goods,HKD,Equity Securities (Main Board)
1816.HK,CGN POWER,Utilities,Utilities&Independent Power Producers,CNY,Equity Securities (Main Board)
1817.HK,MULSANNE GROUP,Consumer Cyclical,Apparel Retail,HKD,Equity Securities (Main Board)
1818.HK,ZHAOJIN MINING,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
1820.HK,PM PACKAGING,NaN,NaN,HKD,Equity Securities (Main Board)
1821.HK,ESR,Industry,Full Time Employees,HKD,Equity Securities (Main Board)
1822.HK,HONGDA FIN,Technology,Electronic Components,HKD,Equity Securities (Main Board)
1823.HK,HUAYUEXPRESSWAY,NaN,NaN,HKD,Equity Securities (Main Board)
1825.HK,STERLING GP,Consumer Cyclical,Apparel Manufacturing,HKD,Equity Securities (Main Board)
1826.HK,DAFY HOLDINGS,NaN,NaN,HKD,Equity Securities (Main Board)
1827.HK,MIRICOR,Consumer Cyclical,Personal Services,HKD,Equity Securities (Main Board)
1829.HK,CMEC,Industrials,Engineering & Construction,CNY,Equity Securities (Main Board)
1830.HK,PERFECT SHAPE,Consumer Cyclical,Personal Services,HKD,Equity Securities (Main Board)
1831.HK,SHIFANG HLDG,Communication Services,Advertising Agencies,CNY,Equity Securities (Main Board)
1832.HK,SAI LEISURE,NaN,NaN,HKD,Equity Securities (Main Board)
1833.HK,PA GOODDOCTOR,NaN,NaN,CNY,Equity Securities (Main Board)
1835.HK,REALWAY CAPITAL,Financial Services,Asset Management,HKD,Equity Securities (Main Board)
1836.HK,STELLA HOLDINGS,Consumer Cyclical,Footwear & Accessories,USD,Equity Securities (Main Board)
1837.HK,NATURAL FOOD IH,Consumer Defensive,Packaged Foods,HKD,Equity Securities (Main Board)
1838.HK,CHINAPROPERTIES,Real Estate,Real Estate&Development,CNY,Equity Securities (Main Board)
1839.HK,CIMC VEHICLES,Industrials,Farm & Heavy Construction Machinery,HKD,Equity Securities (Main Board)
1841.HK,A.PLUS GROUP,NaN,NaN,HKD,Equity Securities (Main Board)
1842.HK,GROWN UP GROUP,Consumer Cyclical,Footwear & Accessories,HKD,Equity Securities (Main Board)
1843.HK,SNACK EMPIRE,Consumer Cyclical,Restaurants,HKD,Equity Securities (Main Board)
1845.HK,WG ENV TECH,Industrials,Waste Management,HKD,Equity Securities (Main Board)
1846.HK,EUROEYES,Healthcare,Medical Care Facilities,HKD,Equity Securities (Main Board)
1847.HK,GHPC,Basic Materials,Building Materials,HKD,Equity Securities (Main Board)
1848.HK,CALC,Industrials,Airports & Air Services,HKD,Equity Securities (Main Board)
1849.HK,AM GROUP,Communication Services,Advertising Agencies,HKD,Equity Securities (Main Board)
1850.HK,WINDMILL GP,Industrials,Security & Protection Services,HKD,Equity Securities (Main Board)
1851.HK,GINGKO EDU,Consumer Defensive,Education & Training Services,HKD,Equity Securities (Main Board)
1853.HK,CHUNCHENG HEAT,Utilities,Utilities&Independent Power Producers,HKD,Equity Securities (Main Board)
1854.HK,GOAL FORWARD,Consumer Defensive,Food Distribution,HKD,Equity Securities (Main Board)
1856.HK,ERNEST BOREL,Consumer Cyclical,Luxury Goods,HKD,Equity Securities (Main Board)
1857.HK,CEB WATER,Industrials,Waste Management,HKD,Equity Securities (Main Board)
1858.HK,CHUNLI MEDICAL,NaN,NaN,CNY,Equity Securities (Main Board)
1860.HK,MOBVISTA,Communication Services,Advertising Agencies,HKD,Equity Securities (Main Board)
1861.HK,PRECIOUS DRAGON,Consumer Cyclical,Specialty Retail,HKD,Equity Securities (Main Board)
1862.HK,JINGRUI HLDGS,Real Estate,Real Estate&Development,HKD,Equity Securities (Main Board)
1863.HK,CHI LONGEVITY,NaN,NaN,USD,Equity Securities (Main Board)
1865.HK,PIPELINE ENG,Industry,Full Time Employees,HKD,Equity Securities (Main Board)
1866.HK,CHINA XLX FERT,Industry,Full Time Employees,CNY,Equity Securities (Main Board)
1867.HK,LKS HOLDING,Industrials,Consulting Services,HKD,Equity Securities (Main Board)
1868.HK,NEO-NEON,Industrials,Electrical Equipment & Parts,CNY,Equity Securities (Main Board)
1869.HK,LI BAO GE GP,Consumer Cyclical,Restaurants,HKD,Equity Securities (Main Board)
1870.HK,ACME INTL HLDGS,Industrials,Engineering & Construction,HKD,Equity Securities (Main Board)
1871.HK,CHINA ORIENTED,Consumer Defensive,Education & Training Services,HKD,Equity Securities (Main Board)
1872.HK,GUAN CHAO HLDGS,Consumer Cyclical,Auto & Truck Dealerships,HKD,Equity Securities (Main Board)
1873.HK,VIVA BIOTECH,Healthcare,Biotechnology,HKD,Equity Securities (Main Board)
1875.HK,TOT BIOPHARM-B,Healthcare,Biotechnology,HKD,Equity Securities (Main Board)
1876.HK,BUD APAC,Consumer Defensive,Beverages&Brewers,HKD,Equity Securities (Main Board)
1877.HK,JUNSHI BIO-B,Healthcare,Biotechnology,HKD,Equity Securities (Main Board)
1878.HK,SOUTHGOBI-S,Energy,Thermal Coal,HKD,Equity Securities (Main Board)
1881.HK,REGAL REIT,Real Estate,REIT&Hotel & Motel,HKD,REIT
1882.HK,HAITIAN INT'L,Industrials,Specialty Industrial Machinery,CNY,Equity Securities (Main Board)
1883.HK,CITIC TELECOM,Communication Services,Telecom Services,HKD,Equity Securities (Main Board)
1884.HK,EPRINT GROUP,Industrials,Specialty Business Services,HKD,Equity Securities (Main Board)
1885.HK,CH WOOD OPT,Basic Materials,Lumber & Wood Production,CNY,Equity Securities (Main Board)
1886.HK,HUIYUAN JUICE,NaN,NaN,USD,Equity Securities (Main Board)
1888.HK,KB LAMINATES,Technology,Electronic Components,HKD,Equity Securities (Main Board)
